ID,Date,Latitude,Longitude,Altitude
8,Sat Jan 08 2022 00:00:00 GMT+0700 (Western Indonesia Time),31.230391,121.473701,40.000
18,Sat Jan 08 2022 00:00:00 GMT+0700 (Western Indonesia Time),31.230391,121.473701,40.000
