timeUTC,latitude,longitude,desc,speed,course,date
70259,-7.330886433,112.7810882,time: 14:02:59.28; speed: 32.7804; course: 5.8,32.78,5.8,211222
70300,-7.330806767,112.7810879,time: 14:03:00.28; speed: 32.9656; course: 4.8,32.97,4.8,211222
70301,-7.330720217,112.7810968,time: 14:03:01.28; speed: 35.5584; course: 4.4,35.56,4.4,211222
70302,-7.3306313,112.7811034,time: 14:03:02.28; speed: 35.7436; course: 4.1,35.74,4.1,211222
70303,-7.330541233,112.7811097,time: 14:03:03.28; speed: 35.0028; course: 3.9,35,3.9,211222
70304,-7.33044495,112.7811177,time: 14:03:04.28; speed: 36.8548; course: 5.0,36.85,5,211222
70305,-7.330349,112.7811215,time: 14:03:05.28; speed: 37.04; course: 4.3,37.04,4.3,211222
70306,-7.330272583,112.7811477,time: 14:03:06.28; speed: 35.373200000000004; course: 10.7,35.37,10.7,211222
70307,-7.330173317,112.7811459,time: 14:03:07.28; speed: 40.3736; course: 5.1,40.37,5.1,211222
70308,-7.33006695,112.7811452,time: 14:03:08.28; speed: 40.1884; course: 4.2,40.19,4.2,211222
70309,-7.329962667,112.7811445,time: 14:03:09.28; speed: 40.00320000000001; course: 3.8,40,3.8,211222
70310,-7.329875,112.7811297,time: 14:03:10.28; speed: 37.4104; course: 358.4,37.41,358.4,211222
70311,-7.329758333,112.7811398,time: 14:03:11.28; speed: 41.4848; course: 4.2,41.48,4.2,211222
70312,-7.3296854,112.7811731,time: 14:03:12.28; speed: 36.299200000000006; course: 5.7,36.3,5.7,211222
70313,-7.32958165,112.7811791,time: 14:03:13.28; speed: 36.8548; course: 3.1,36.85,3.1,211222
70314,-7.329484533,112.7811834,time: 14:03:14.28; speed: 36.114000000000004; course: 4.3,36.11,4.3,211222
70315,-7.3293909,112.7811905,time: 14:03:15.28; speed: 36.299200000000006; course: 4.3,36.3,4.3,211222
70316,-7.329292417,112.7811966,time: 14:03:16.28; speed: 36.4844; course: 4.4,36.48,4.4,211222
70317,-7.329209783,112.7812028,time: 14:03:17.28; speed: 35.5584; course: 4.6,35.56,4.6,211222
70318,-7.329111867,112.7812161,time: 14:03:18.28; speed: 37.595600000000005; course: 3.5,37.6,3.5,211222
70319,-7.329023133,112.7812231,time: 14:03:19.28; speed: 36.6696; course: 5.2,36.67,5.2,211222
70320,-7.328932633,112.7812329,time: 14:03:20.28; speed: 36.8548; course: 4.2,36.85,4.2,211222
70321,-7.32882905,112.7812411,time: 14:03:21.28; speed: 38.3364; course: 4.2,38.34,4.2,211222
70322,-7.3287246,112.7812656,time: 14:03:22.28; speed: 38.3364; course: 5.4,38.34,5.4,211222
70323,-7.32862915,112.7812739,time: 14:03:23.28; speed: 37.4104; course: 4.2,37.41,4.2,211222
70324,-7.328537833,112.7812757,time: 14:03:24.28; speed: 39.2624; course: 4.5,39.26,4.5,211222
70325,-7.328437733,112.7813044,time: 14:03:25.28; speed: 39.632799999999996; course: 6.0,39.63,6,211222
70326,-7.3283483,112.7813156,time: 14:03:26.28; speed: 40.00320000000001; course: 6.8,40,6.8,211222
70327,-7.328243617,112.7813121,time: 14:03:27.28; speed: 40.5588; course: 3.7,40.56,3.7,211222
70328,-7.3281442,112.781318,time: 14:03:28.28; speed: 40.3736; course: 4.4,40.37,4.4,211222
70329,-7.328050317,112.781322,time: 14:03:29.28; speed: 39.818000000000005; course: 4.1,39.82,4.1,211222
70330,-7.327944917,112.7813321,time: 14:03:30.28; speed: 41.4848; course: 4.1,41.48,4.1,211222
70331,-7.327846133,112.7813422,time: 14:03:31.29; speed: 41.1144; course: 4.3,41.11,4.3,211222
70332,-7.327742267,112.7813449,time: 14:03:32.29; speed: 41.299600000000005; course: 3.4,41.3,3.4,211222
70333,-7.3276407,112.7813581,time: 14:03:33.28; speed: 40.9292; course: 3.5,40.93,3.5,211222
70334,-7.3275438,112.7813569,time: 14:03:34.29; speed: 40.744; course: 359.4,40.74,359.4,211222
70335,-7.327438367,112.7813568,time: 14:03:35.28; speed: 40.744; course: 0.5,40.74,0.5,211222
70336,-7.327329983,112.781349,time: 14:03:36.28; speed: 40.9292; course: 359.9,40.93,359.9,211222
70337,-7.32722585,112.7813401,time: 14:03:37.28; speed: 41.8552; course: 356.3,41.86,356.3,211222
70338,-7.32711975,112.7813345,time: 14:03:38.29; speed: 40.3736; course: 355.8,40.37,355.8,211222
70339,-7.327017033,112.7813282,time: 14:03:39.28; speed: 40.5588; course: 354.7,40.56,354.7,211222
70340,-7.326921717,112.7813174,time: 14:03:40.28; speed: 36.8548; course: 353.1,36.85,353.1,211222
70341,-7.326830017,112.7813066,time: 14:03:41.28; speed: 35.7436; course: 350.7,35.74,350.7,211222
70342,-7.326737417,112.7812938,time: 14:03:42.28; speed: 36.114000000000004; course: 349.7,36.11,349.7,211222
70343,-7.326648083,112.7812743,time: 14:03:43.31; speed: 34.817600000000006; course: 344.0,34.82,344,211222
70344,-7.326557517,112.7812535,time: 14:03:44.29; speed: 35.7436; course: 343.4,35.74,343.4,211222
70345,-7.32647485,112.7812341,time: 14:03:45.29; speed: 34.0768; course: 344.7,34.08,344.7,211222
70346,-7.326396633,112.7811889,time: 14:03:46.28; speed: 35.373200000000004; course: 338.2,35.37,338.2,211222
70347,-7.326319783,112.7811575,time: 14:03:47.28; speed: 34.4472; course: 337.5,34.45,337.5,211222
70348,-7.326235317,112.7811236,time: 14:03:48.29; speed: 36.114000000000004; course: 337.2,36.11,337.2,211222
70349,-7.3261438,112.7811002,time: 14:03:49.29; speed: 37.595600000000005; course: 342.1,37.6,342.1,211222
70350,-7.326050467,112.7810761,time: 14:03:50.28; speed: 37.2252; course: 346.5,37.23,346.5,211222
70351,-7.325962233,112.7810473,time: 14:03:51.29; speed: 37.7808; course: 346.9,37.78,346.9,211222
70352,-7.325874833,112.781025,time: 14:03:52.29; speed: 37.7808; course: 346.2,37.78,346.2,211222
70353,-7.325784183,112.7809971,time: 14:03:53.29; speed: 38.1512; course: 347.0,38.15,347,211222
70354,-7.32568935,112.780968,time: 14:03:54.28; speed: 39.077200000000005; course: 346.6,39.08,346.6,211222
70355,-7.32559545,112.7809468,time: 14:03:55.29; speed: 39.077200000000005; course: 350.2,39.08,350.2,211222
70356,-7.325504567,112.7809317,time: 14:03:56.28; speed: 39.077200000000005; course: 350.6,39.08,350.6,211222
70357,-7.32540725,112.7809173,time: 14:03:57.29; speed: 38.52160000000001; course: 352.0,38.52,352,211222
70358,-7.325311,112.7809031,time: 14:03:58.29; speed: 39.077200000000005; course: 351.9,39.08,351.9,211222
70359,-7.325211883,112.7808894,time: 14:03:59.29; speed: 39.077200000000005; course: 352.7,39.08,352.7,211222
70400,-7.325110667,112.7808798,time: 14:04:00.29; speed: 41.67; course: 355.0,41.67,355,211222
70401,-7.325005267,112.7808711,time: 14:04:01.29; speed: 40.5588; course: 354.9,40.56,354.9,211222
70402,-7.32490475,112.7808572,time: 14:04:02.29; speed: 39.4476; course: 355.1,39.45,355.1,211222
70403,-7.324806267,112.78085,time: 14:04:03.29; speed: 39.632799999999996; course: 355.8,39.63,355.8,211222
70404,-7.324707133,112.7808529,time: 14:04:04.29; speed: 38.892; course: 359.3,38.89,359.3,211222
70405,-7.3246099,112.7808564,time: 14:04:05.29; speed: 38.7068; course: 0.5,38.71,0.5,211222
70406,-7.324510083,112.7808693,time: 14:04:06.29; speed: 40.1884; course: 3.7,40.19,3.7,211222
70407,-7.32442995,112.7808617,time: 14:04:07.29; speed: 37.595600000000005; course: 0.3,37.6,0.3,211222
70408,-7.324334267,112.7808659,time: 14:04:08.29; speed: 38.1512; course: 1.0,38.15,1,211222
70409,-7.324245783,112.7808717,time: 14:04:09.29; speed: 36.6696; course: 1.7,36.67,1.7,211222
70410,-7.324162067,112.7808787,time: 14:04:10.29; speed: 32.410000000000004; course: 3.0,32.41,3,211222
70411,-7.324084517,112.7808846,time: 14:04:11.29; speed: 28.335600000000003; course: 0.3,28.34,0.3,211222
70412,-7.3240191,112.7808854,time: 14:04:12.29; speed: 25.928; course: 2.3,25.93,2.3,211222
70413,-7.323950683,112.7808811,time: 14:04:13.29; speed: 26.483600000000003; course: 4.3,26.48,4.3,211222
70414,-7.323880667,112.7808884,time: 14:04:14.29; speed: 25.928; course: 3.2,25.93,3.2,211222
70415,-7.323815,112.7808929,time: 14:04:15.29; speed: 26.2984; course: 2.0,26.3,2,211222
70416,-7.323747933,112.7808975,time: 14:04:16.29; speed: 27.2244; course: 2.2,27.22,2.2,211222
70417,-7.323678067,112.7809015,time: 14:04:17.29; speed: 28.1504; course: 1.7,28.15,1.7,211222
70418,-7.32360225,112.7809052,time: 14:04:18.29; speed: 27.4096; course: 4.4,27.41,4.4,211222
70419,-7.32353295,112.7809103,time: 14:04:19.29; speed: 27.2244; course: 4.7,27.22,4.7,211222
70420,-7.3234682,112.780914,time: 14:04:20.29; speed: 26.483600000000003; course: 2.9,26.48,2.9,211222
70421,-7.323395817,112.7809089,time: 14:04:21.28; speed: 26.1132; course: 358.6,26.11,358.6,211222
70422,-7.323326517,112.7809096,time: 14:04:22.30; speed: 26.1132; course: 0.3,26.11,0.3,211222
70423,-7.323257817,112.7809079,time: 14:04:23.29; speed: 27.0392; course: 1.2,27.04,1.2,211222
70424,-7.323192867,112.7809094,time: 14:04:24.29; speed: 26.1132; course: 1.5,26.11,1.5,211222
70425,-7.323136317,112.7809092,time: 14:04:25.29; speed: 24.076; course: 0.4,24.08,0.4,211222
70426,-7.323068783,112.7809114,time: 14:04:26.29; speed: 24.8168; course: 359.8,24.82,359.8,211222
70427,-7.3230151,112.7809142,time: 14:04:27.29; speed: 21.4832; course: 1.4,21.48,1.4,211222
70428,-7.322953017,112.7809182,time: 14:04:28.29; speed: 22.5944; course: 0.8,22.59,0.8,211222
70429,-7.32289935,112.7809193,time: 14:04:29.29; speed: 20.7424; course: 1.6,20.74,1.6,211222
70430,-7.322845033,112.7809233,time: 14:04:30.29; speed: 20.001600000000003; course: 2.3,20,2.3,211222
70431,-7.322797483,112.7809251,time: 14:04:31.29; speed: 19.260800000000003; course: 5.8,19.26,5.8,211222
70432,-7.3227412,112.7809237,time: 14:04:32.29; speed: 20.001600000000003; course: 0.0,20,0,211222
70433,-7.322679733,112.7809215,time: 14:04:33.29; speed: 21.4832; course: 2.1,21.48,2.1,211222
70434,-7.322621083,112.7809209,time: 14:04:34.29; speed: 22.5944; course: 0.1,22.59,0.1,211222
70435,-7.322573067,112.7809242,time: 14:04:35.29; speed: 22.038800000000002; course: 2.5,22.04,2.5,211222
70436,-7.322533817,112.7809287,time: 14:04:36.29; speed: 19.446; course: 2.9,19.45,2.9,211222
70437,-7.322474133,112.7809299,time: 14:04:37.29; speed: 21.853600000000004; course: 1.9,21.85,1.9,211222
70438,-7.322420117,112.7809296,time: 14:04:38.29; speed: 23.150000000000002; course: 1.8,23.15,1.8,211222
70439,-7.322365267,112.7809286,time: 14:04:39.29; speed: 22.5944; course: 2.1,22.59,2.1,211222
70440,-7.3223024,112.7809383,time: 14:04:40.29; speed: 21.853600000000004; course: 4.7,21.85,4.7,211222
70441,-7.322244533,112.7809448,time: 14:04:41.29; speed: 20.5572; course: 4.8,20.56,4.8,211222
70442,-7.322194683,112.7809458,time: 14:04:42.30; speed: 19.816399999999998; course: 3.3,19.82,3.3,211222
70443,-7.32215045,112.7809476,time: 14:04:43.30; speed: 19.6312; course: 4.9,19.63,4.9,211222
70444,-7.322104817,112.7809472,time: 14:04:44.29; speed: 20.001600000000003; course: 1.7,20,1.7,211222
70445,-7.322063767,112.7809456,time: 14:04:45.29; speed: 20.5572; course: 2.5,20.56,2.5,211222
70446,-7.322017833,112.780945,time: 14:04:46.30; speed: 21.853600000000004; course: 2.1,21.85,2.1,211222
70447,-7.321961383,112.7809461,time: 14:04:47.30; speed: 22.224; course: 3.6,22.22,3.6,211222
70448,-7.321902217,112.7809451,time: 14:04:48.29; speed: 23.3352; course: 1.6,23.34,1.6,211222
70449,-7.32184045,112.7809391,time: 14:04:49.29; speed: 23.5204; course: 359.5,23.52,359.5,211222
70450,-7.32177875,112.7809402,time: 14:04:50.29; speed: 24.2612; course: 0.0,24.26,0,211222
70451,-7.321717767,112.780933,time: 14:04:51.29; speed: 25.002000000000002; course: 357.7,25,357.7,211222
70452,-7.32164135,112.7809306,time: 14:04:52.30; speed: 27.9652; course: 358.7,27.97,358.7,211222
70453,-7.321575183,112.7809265,time: 14:04:53.29; speed: 25.742800000000003; course: 358.4,25.74,358.4,211222
70454,-7.32150735,112.7809233,time: 14:04:54.32; speed: 27.78; course: 357.8,27.78,357.8,211222
70455,-7.321434067,112.7809203,time: 14:04:55.30; speed: 28.5208; course: 357.9,28.52,357.9,211222
70456,-7.3213624,112.7809161,time: 14:04:56.30; speed: 28.335600000000003; course: 356.9,28.34,356.9,211222
70457,-7.321281767,112.7809088,time: 14:04:57.30; speed: 29.817200000000003; course: 358.1,29.82,358.1,211222
70458,-7.321206533,112.7809059,time: 14:04:58.30; speed: 28.8912; course: 357.1,28.89,357.1,211222
70459,-7.321125967,112.780907,time: 14:04:59.30; speed: 31.2988; course: 359.2,31.3,359.2,211222
70500,-7.321054567,112.7809046,time: 14:05:00.29; speed: 30.743200000000005; course: 356.9,30.74,356.9,211222
70501,-7.320975517,112.780902,time: 14:05:01.30; speed: 31.1136; course: 358.5,31.11,358.5,211222
70502,-7.320893283,112.7808954,time: 14:05:02.30; speed: 31.854400000000002; course: 357.0,31.85,357,211222
70503,-7.320816,112.7808957,time: 14:05:03.29; speed: 31.854400000000002; course: 358.3,31.85,358.3,211222
70504,-7.320727233,112.7808927,time: 14:05:04.30; speed: 34.817600000000006; course: 358.7,34.82,358.7,211222
70505,-7.3206358,112.7808902,time: 14:05:05.29; speed: 34.0768; course: 357.5,34.08,357.5,211222
70506,-7.3205489,112.7808908,time: 14:05:06.30; speed: 35.373200000000004; course: 358.2,35.37,358.2,211222
70507,-7.32046105,112.7808903,time: 14:05:07.30; speed: 34.6324; course: 357.5,34.63,357.5,211222
70508,-7.320374333,112.7808807,time: 14:05:08.29; speed: 35.7436; course: 358.2,35.74,358.2,211222
70509,-7.32028735,112.7808772,time: 14:05:09.29; speed: 37.2252; course: 1.3,37.23,1.3,211222
70510,-7.320200017,112.7808712,time: 14:05:10.30; speed: 35.7436; course: 357.2,35.74,357.2,211222
70511,-7.320108117,112.78087,time: 14:05:11.29; speed: 36.114000000000004; course: 358.6,36.11,358.6,211222
70512,-7.320017867,112.7808605,time: 14:05:12.30; speed: 34.817600000000006; course: 354.0,34.82,354,211222
70513,-7.319926067,112.7808498,time: 14:05:13.30; speed: 36.114000000000004; course: 355.4,36.11,355.4,211222
70514,-7.319840317,112.7808449,time: 14:05:14.29; speed: 36.299200000000006; course: 357.0,36.3,357,211222
70515,-7.319751717,112.780843,time: 14:05:15.29; speed: 37.2252; course: 357.5,37.23,357.5,211222
70516,-7.319657717,112.7808411,time: 14:05:16.30; speed: 36.114000000000004; course: 356.8,36.11,356.8,211222
70517,-7.3195676,112.7808461,time: 14:05:17.30; speed: 35.7436; course: 355.6,35.74,355.6,211222
70518,-7.31948155,112.7808388,time: 14:05:18.32; speed: 34.4472; course: 357.2,34.45,357.2,211222
70519,-7.3193924,112.7808337,time: 14:05:19.30; speed: 34.817600000000006; course: 356.7,34.82,356.7,211222
70520,-7.319306067,112.780835,time: 14:05:20.30; speed: 31.669200000000004; course: 356.9,31.67,356.9,211222
70521,-7.319219667,112.7808383,time: 14:05:21.29; speed: 30.0024; course: 357.9,30,357.9,211222
70522,-7.31915865,112.7808341,time: 14:05:22.30; speed: 25.002000000000002; course: 356.2,25,356.2,211222
70523,-7.319107533,112.7808319,time: 14:05:23.29; speed: 20.372; course: 355.8,20.37,355.8,211222
70524,-7.319059267,112.7808244,time: 14:05:24.30; speed: 17.408800000000003; course: 353.1,17.41,353.1,211222
70525,-7.319015917,112.7808269,time: 14:05:25.30; speed: 17.0384; course: 359.6,17.04,359.6,211222
70526,-7.31898275,112.7808265,time: 14:05:26.30; speed: 11.6676; course: 359.4,11.67,359.4,211222
70527,-7.318962467,112.7808245,time: 14:05:27.29; speed: 8.5192; course: 355.7,8.52,355.7,211222
70528,-7.3189389,112.7808245,time: 14:05:28.30; speed: 7.2228; course: 0.4,7.22,0.4,211222
70529,-7.318926933,112.7808235,time: 14:05:29.30; speed: 4.2596; course: 355.6,4.26,355.6,211222
70530,-7.318913383,112.7808206,time: 14:05:30.33; speed: 3.8892; course: 355.5,3.89,355.5,211222
70531,-7.3189055,112.7808228,time: 14:05:31.30; speed: 3.1484; course: 355.6,3.15,355.6,211222
70532,-7.31889735,112.7808202,time: 14:05:32.30; speed: 2.5928; course: 355.6,2.59,355.6,211222
70533,-7.318884767,112.7808186,time: 14:05:33.30; speed: 4.63; course: 358.4,4.63,358.4,211222
70534,-7.318867483,112.7808159,time: 14:05:34.30; speed: 7.2228; course: 357.8,7.22,357.8,211222
70535,-7.318843833,112.7808155,time: 14:05:35.30; speed: 10.5564; course: 357.8,10.56,357.8,211222
70536,-7.318813983,112.7808141,time: 14:05:36.29; speed: 12.964; course: 357.1,12.96,357.1,211222
70537,-7.3187783,112.7808118,time: 14:05:37.30; speed: 15.5568; course: 356.8,15.56,356.8,211222
70538,-7.31873395,112.7808018,time: 14:05:38.30; speed: 19.0756; course: 346.0,19.08,346,211222
70539,-7.318688533,112.780803,time: 14:05:39.30; speed: 19.0756; course: 359.2,19.08,359.2,211222
70540,-7.318646067,112.7807959,time: 14:05:40.30; speed: 20.7424; course: 356.8,20.74,356.8,211222
70541,-7.318596733,112.7807938,time: 14:05:41.30; speed: 22.779600000000002; course: 0.1,22.78,0.1,211222
70542,-7.31854395,112.7807931,time: 14:05:42.29; speed: 22.409200000000002; course: 356.6,22.41,356.6,211222
70543,-7.318483883,112.7807876,time: 14:05:43.30; speed: 23.3352; course: 359.0,23.34,359,211222
70544,-7.318422283,112.7807798,time: 14:05:44.30; speed: 24.076; course: 356.4,24.08,356.4,211222
70545,-7.31835845,112.7807755,time: 14:05:45.29; speed: 24.8168; course: 356.5,24.82,356.5,211222
70546,-7.318293633,112.7807792,time: 14:05:46.30; speed: 25.557600000000004; course: 357.8,25.56,357.8,211222
70547,-7.31822875,112.7807752,time: 14:05:47.30; speed: 26.6688; course: 357.9,26.67,357.9,211222
70548,-7.318154517,112.7807762,time: 14:05:48.30; speed: 27.78; course: 357.5,27.78,357.5,211222
70549,-7.318089167,112.7807801,time: 14:05:49.30; speed: 26.854000000000003; course: 359.8,26.85,359.8,211222
70550,-7.318014167,112.7807836,time: 14:05:50.30; speed: 28.335600000000003; course: 359.0,28.34,359,211222
70551,-7.317935933,112.7807809,time: 14:05:51.30; speed: 29.2616; course: 355.9,29.26,355.9,211222
70552,-7.317863033,112.78078,time: 14:05:52.30; speed: 29.0764; course: 358.9,29.08,358.9,211222
70553,-7.31779035,112.7807702,time: 14:05:53.30; speed: 30.743200000000005; course: 356.7,30.74,356.7,211222
70554,-7.317714917,112.7807651,time: 14:05:54.30; speed: 29.817200000000003; course: 357.1,29.82,357.1,211222
70555,-7.317644583,112.7807544,time: 14:05:55.30; speed: 27.0392; course: 356.8,27.04,356.8,211222
70556,-7.317580783,112.7807457,time: 14:05:56.30; speed: 27.2244; course: 356.9,27.22,356.9,211222
70557,-7.317514767,112.7807347,time: 14:05:57.30; speed: 25.928; course: 350.7,25.93,350.7,211222
70558,-7.31744895,112.7807251,time: 14:05:58.30; speed: 26.1132; course: 354.9,26.11,354.9,211222
70559,-7.3173761,112.7807271,time: 14:05:59.30; speed: 27.4096; course: 358.1,27.41,358.1,211222
70600,-7.317315117,112.7807224,time: 14:06:00.30; speed: 25.557600000000004; course: 357.4,25.56,357.4,211222
70601,-7.3172457,112.7807215,time: 14:06:01.31; speed: 24.631600000000002; course: 357.0,24.63,357,211222
70602,-7.317180117,112.7807165,time: 14:06:02.30; speed: 23.705600000000004; course: 356.6,23.71,356.6,211222
70603,-7.31712165,112.7807149,time: 14:06:03.30; speed: 21.853600000000004; course: 356.6,21.85,356.6,211222
70604,-7.317063683,112.7807109,time: 14:06:04.30; speed: 21.6684; course: 357.0,21.67,357,211222
70605,-7.317004417,112.7807124,time: 14:06:05.31; speed: 20.7424; course: 356.7,20.74,356.7,211222
70606,-7.316953983,112.7807139,time: 14:06:06.30; speed: 20.1868; course: 356.4,20.19,356.4,211222
70607,-7.316903317,112.7807152,time: 14:06:07.30; speed: 19.0756; course: 357.5,19.08,357.5,211222
70608,-7.316854533,112.7807102,time: 14:06:08.30; speed: 18.7052; course: 356.1,18.71,356.1,211222
70609,-7.31680825,112.7807051,time: 14:06:09.30; speed: 17.594; course: 355.5,17.59,355.5,211222
70610,-7.316766833,112.7807008,time: 14:06:10.30; speed: 17.0384; course: 357.7,17.04,357.7,211222
70611,-7.3167294,112.7807051,time: 14:06:11.30; speed: 15.0012; course: 357.2,15,357.2,211222
70612,-7.316694433,112.7807062,time: 14:06:12.30; speed: 13.3344; course: 356.8,13.33,356.8,211222
70613,-7.316659967,112.7807036,time: 14:06:13.30; speed: 10.926800000000002; course: 356.8,10.93,356.8,211222
70614,-7.31663545,112.7807036,time: 14:06:14.30; speed: 8.704400000000001; course: 355.7,8.7,355.7,211222
70615,-7.31661275,112.7806992,time: 14:06:15.30; speed: 7.7784; course: 357.3,7.78,357.3,211222
70616,-7.31660085,112.7806985,time: 14:06:16.31; speed: 6.1116; course: 356.9,6.11,356.9,211222
70617,-7.3165826,112.7806992,time: 14:06:17.30; speed: 4.815200000000001; course: 355.8,4.82,355.8,211222
70618,-7.31657175,112.7806982,time: 14:06:18.30; speed: 3.704; course: 356.8,3.7,356.8,211222
70619,-7.316563767,112.7806998,time: 14:06:19.30; speed: 3.1484; course: 356.8,3.15,356.8,211222
70620,-7.3165562,112.780701,time: 14:06:20.30; speed: 2.778; course: 357.2,2.78,357.2,211222
70621,-7.316549067,112.7807002,time: 14:06:21.30; speed: 2.4076000000000004; course: 357.2,2.41,357.2,211222
70622,-7.316544167,112.7806993,time: 14:06:22.30; speed: 2.2224; course: 357.1,2.22,357.1,211222
70623,-7.316539133,112.7806983,time: 14:06:23.31; speed: 2.0372000000000003; course: 357.1,2.04,357.1,211222
70624,-7.316534367,112.7806988,time: 14:06:24.30; speed: 1.6668; course: 357.2,1.67,357.2,211222
70625,-7.316529767,112.7806989,time: 14:06:25.31; speed: 1.4816000000000003; course: 357.2,1.48,357.2,211222
70626,-7.316526283,112.7806988,time: 14:06:26.31; speed: 1.2964; course: 357.2,1.3,357.2,211222
70627,-7.316523533,112.7806988,time: 14:06:27.31; speed: 0.926; course: 357.2,0.93,357.2,211222
70628,-7.316521033,112.7806987,time: 14:06:28.31; speed: 0.7408000000000001; course: 357.2,0.74,357.2,211222
70629,-7.316519633,112.7806987,time: 14:06:29.30; speed: 0.0; course: 357.2,0,357.2,211222
70630,-7.316520633,112.7806982,time: 14:06:30.30; speed: 0.0; course: 357.2,0,357.2,211222
70631,-7.316521217,112.7806985,time: 14:06:31.31; speed: 0.0; course: 357.2,0,357.2,211222
70632,-7.316520867,112.7806982,time: 14:06:32.30; speed: 0.0; course: 357.2,0,357.2,211222
70633,-7.316520417,112.7806982,time: 14:06:33.30; speed: 0.0; course: 357.2,0,357.2,211222
70634,-7.316518567,112.7806978,time: 14:06:34.31; speed: 0.7408000000000001; course: 357.2,0.74,357.2,211222
70635,-7.316516217,112.7806978,time: 14:06:35.31; speed: 0.926; course: 357.2,0.93,357.2,211222
70636,-7.31651395,112.7806972,time: 14:06:36.30; speed: 0.926; course: 357.2,0.93,357.2,211222
70637,-7.316512133,112.7806963,time: 14:06:37.31; speed: 0.0; course: 357.2,0,357.2,211222
70638,-7.316512167,112.7806963,time: 14:06:38.31; speed: 0.0; course: 357.2,0,357.2,211222
70639,-7.31651265,112.7806964,time: 14:06:39.30; speed: 0.0; course: 357.2,0,357.2,211222
70640,-7.3165132,112.7806969,time: 14:06:40.32; speed: 0.0; course: 357.2,0,357.2,211222
70641,-7.31651445,112.7806972,time: 14:06:41.30; speed: 0.0; course: 357.2,0,357.2,211222
70642,-7.316515167,112.7806974,time: 14:06:42.31; speed: 0.0; course: 357.2,0,357.2,211222
70643,-7.31651495,112.780698,time: 14:06:43.31; speed: 0.5556; course: 357.2,0.56,357.2,211222
70644,-7.3165134,112.7806995,time: 14:06:44.30; speed: 0.7408000000000001; course: 357.2,0.74,357.2,211222
70645,-7.31651235,112.7807009,time: 14:06:45.31; speed: 0.0; course: 357.2,0,357.2,211222
70646,-7.316510633,112.7807013,time: 14:06:46.31; speed: 0.7408000000000001; course: 357.2,0.74,357.2,211222
70647,-7.316508067,112.7807015,time: 14:06:47.30; speed: 0.926; course: 357.2,0.93,357.2,211222
70648,-7.316504683,112.7807024,time: 14:06:48.30; speed: 0.7408000000000001; course: 357.2,0.74,357.2,211222
70649,-7.316502,112.780703,time: 14:06:49.31; speed: 0.5556; course: 357.2,0.56,357.2,211222
70650,-7.3165012,112.7807042,time: 14:06:50.31; speed: 0.0; course: 357.2,0,357.2,211222
70651,-7.3165009,112.7807057,time: 14:06:51.30; speed: 0.0; course: 357.2,0,357.2,211222
70652,-7.31650055,112.7807069,time: 14:06:52.31; speed: 0.0; course: 357.2,0,357.2,211222
70653,-7.31649985,112.7807084,time: 14:06:53.30; speed: 0.0; course: 357.2,0,357.2,211222
70654,-7.31649935,112.7807089,time: 14:06:54.31; speed: 0.0; course: 357.2,0,357.2,211222
70655,-7.3164989,112.7807098,time: 14:06:55.31; speed: 0.0; course: 357.2,0,357.2,211222
70656,-7.316498333,112.7807106,time: 14:06:56.31; speed: 0.0; course: 357.2,0,357.2,211222
70657,-7.316497633,112.7807115,time: 14:06:57.31; speed: 0.0; course: 357.2,0,357.2,211222
70658,-7.316497383,112.7807114,time: 14:06:58.31; speed: 0.0; course: 357.2,0,357.2,211222
70659,-7.316497583,112.7807109,time: 14:06:59.30; speed: 0.0; course: 357.2,0,357.2,211222
70700,-7.3164976,112.7807106,time: 14:07:00.31; speed: 0.0; course: 357.2,0,357.2,211222
70701,-7.316497567,112.7807104,time: 14:07:01.31; speed: 0.0; course: 357.2,0,357.2,211222
70702,-7.316497517,112.7807103,time: 14:07:02.30; speed: 0.0; course: 357.2,0,357.2,211222
70703,-7.3164975,112.7807102,time: 14:07:03.31; speed: 0.0; course: 357.2,0,357.2,211222
70704,-7.316497467,112.7807102,time: 14:07:04.31; speed: 0.0; course: 357.2,0,357.2,211222
70705,-7.31649745,112.7807102,time: 14:07:05.31; speed: 0.0; course: 357.2,0,357.2,211222
70706,-7.316497433,112.7807102,time: 14:07:06.31; speed: 0.0; course: 357.2,0,357.2,211222
70707,-7.316494967,112.7807091,time: 14:07:07.31; speed: 1.1112; course: 357.2,1.11,357.2,211222
70708,-7.3164935,112.7807094,time: 14:07:08.31; speed: 1.4816000000000003; course: 357.2,1.48,357.2,211222
70709,-7.316489617,112.7807094,time: 14:07:09.31; speed: 1.2964; course: 357.2,1.3,357.2,211222
70710,-7.316486633,112.7807095,time: 14:07:10.31; speed: 1.2964; course: 357.2,1.3,357.2,211222
70711,-7.316484183,112.7807097,time: 14:07:11.31; speed: 1.1112; course: 357.2,1.11,357.2,211222
70712,-7.316481067,112.7807104,time: 14:07:12.31; speed: 1.2964; course: 357.2,1.3,357.2,211222
70713,-7.3164776,112.7807114,time: 14:07:13.31; speed: 1.1112; course: 358.2,1.11,358.2,211222
70714,-7.316474767,112.7807149,time: 14:07:14.31; speed: 0.0; course: 358.2,0,358.2,211222
70715,-7.316473433,112.7807159,time: 14:07:15.30; speed: 0.0; course: 358.2,0,358.2,211222
70716,-7.316472033,112.7807167,time: 14:07:16.31; speed: 0.0; course: 358.2,0,358.2,211222
